,Identifier,Title,Subject,Date,Text,locations,tags
2956,4529,"Jane Addams to Sophonisba P. Breckinridge, August 11, 1912","Progressive Party;Addams, Jane, travels;Addams, Jane, and Progressive Party",1912-08-11,baymeath bar harbor main dear ladi think possibl secur mr barnett campaign speaker would like talk mr john bass progress parti headquart la sall hotel seem well commun page 2 mr barnett went woman journal headquart boston tuesday spent sever hour write posit regard new parti suffrag assn miss levin miss carter nice seem best term miss blackwel mr fitzgerald seem think new parti woman therein page 3 fine materi forc parti alreadi move success upon democrat governor mass plea thank miss abbott clip go sometim la sall hotel headquart tell mr bass come alway devotedli yr jane addam aug 11 1912,"44.3876119,-68.2039123",Travels
2964,4467,"Jane Addams to Crystal Eastman, April 17, 1912","Addams, Jane, speaking tours",1912-04-17,hullhous 800 south halst street chicago april 17 1912 dear mr benedict alreadi written wausau afraid imposs come present go give second week may campaign kansa engag oshkosh may 27th sheboygan may 28th appleton may 2d half promis beloit elkhorn think would easier put rest wisconsin engag one week summer perhap wausau could includ glad come milwauke june illeg meet refer free date left seem imposs get anoth speak engag april shall tri get address soon much quit forgotten said one place distinct anoth good wish campaign sincer jane addam sign mr crystal eastman benedict milwauke wisconsin,"41.8716782,-87.6474517",Travels
2965,4464,"Jane Addams to Agnes Nestor, April 16, 1912","Addams, Jane, personal life;apologies",1912-04-16,hullhous 800 south halst street chicago april 16 1912 dear miss nestor sorri inde shall town even june 5th give commenc address bryn mawr colleg sixth must well way philadelphia night fifth good ask speak anniversari celebr much appreci friendship sorri attend meet discours even annual exhibit hullhous could leav good wish fine celebr sincer jane addam sign miss agn nestor chicago illinoi,"41.8716782,-87.6474517",Friends
2974,4437,"Jane Addams to Lillian D. Wald, April 12, 1912","women, political culture;Addams, Jane, memberships in organizations",1912-04-12,hullhous 800 south halst street chicago april 12 1912 dear ladi written judg mack far abl reach chicago group unit miss lathrop seem piti woman abl one posit much miss lathrop experi natur prepar place sort dont want unduli urg beyond eastern candid sure would fill place splendidli one live year year realiz splendid abil absolut clear mind anyon urg miss goldmark certainli qualif child labor side alway live near advanc educ author must well equip well let tri hard woman first imposs feel distinct prefer regard man although mr mckelway would seem natur candid may object dont understand alway affection jane addam sign miss lillian wald new york ny,"41.8716782,-87.6474517",Memberships
2976,4343,"Jane Addams to Sarah Alice Addams Haldeman, March 23, 1912","Chicago, streets and roads",1912-03-23,hullhous 800 south halst street chicago dear alic send mari crane nurseri report tomorrow grand ave seem near h h think common corner grand ave morgan st hastili jane addam march 23 1912,"41.8716782,-87.6474517",Family
2977,4341,"Jane Addams to Sophonisba P. Breckinridge, March 21, 1912","Addams, Jane, requests from",1912-03-21,hullhous 800 south halst street chicago march 21 1912 dear ladi realli dont know anyon suggest nashvil meet seem realli straight call southern ladi second vicepresid sort person way rate cant go week april aw sorri could someon school answer question eager ladi louisiana put alway affection jane addam sign miss breckinridg chicago illinoi,"41.8716782,-87.6474517",Requests
2979,4331,"Jane Addams to Sophonisba P. Breckinridge, March 20, 1912","Addams, Jane, requests from",1912-03-20,hullhous 800 southhalst street chicago march 20 1912 dear ladi suspect answer enclos letter much better therefor much pleasur send hastili jane addam sign miss breckinridg chicago illinoi,"41.8716782,-87.6474517",Requests
2981,4317,"Jane Addams to Sophonisba P. Breckinridge, June 10, 1912","Addams, Jane, requests from",1912-06-10,hullhous 800 south halst street chicago june 10 1912 dear ladi enclos letter kentucki ladi rather incoher one afraid perhap deciph better hastili jane addam sign miss breckinridg chicago illinoi,"41.8716782,-87.6474517",Requests
2984,4313,"Jane Addams to Catharine Waugh McCulloch, December 11, 1911","Addams, Jane, gratitude;Addams, Jane, travels;Addams, Jane, requests from;Addams, Jane, and woman suffrage",1911-12-11,hh chicago dear ladi send milwauke data glad go written three ladi regard kindli send mr coit address inquir hastili jane addam dec 11 1911,"41.8716782,-87.6474517",Requests;Travels
2988,4305,"Jane Addams to Josephine Goldmark, June 1, 1912","Addams, Jane, gratitude",1912-06-01,hullhous 800 south halst street chicago june 1 1912 dear miss goldmark book came away somewhat formal note thank written absenc may thank proper persona book say much admir splendid contribut made subject modern industri relat worker sincer gratitud faith jane addam sign miss josephin goldmark new york ny,"41.8716782,-87.6474517",Books;Thanks
2990,4295,"Jane Addams to Elizabeth Boynton Harbert, March 11, 1912","Addams, Jane, requests to;Addams, Jane, views on peace",1912-03-11,hullhous 800 south halst street chicago march 11 1912 dear mr harbert town letter regard panama canal arriv shall glad inde identifi project although afraid give littl time matter talk mr charl beal secretari chicago peac societi glad cooper everi possibl way chicago congratul upon undertak sincer jane addam sign mr e b harbert pasadena california,"41.8716782,-87.6474517",Peace;Requests
2992,4287,"Jane Addams to Sarah Alice Addams Haldeman, May 31, 1912","Addams, Jane, and family",1912-05-31,hullhous 800 south halst street chicago dear alic laura select chair must thank enclos bill hope see cedarvil chicago soon alway yr j may 31 1912,"41.8716782,-87.6474517",Family;Visits
2999,4262,"Jane Addams to Charles C. Curtiss, April 4, 1911","Addams, Jane, gratitude",1911-04-04,hullhous 800 south halst street chicago april 4 1911 dear mr curtis thank much kind letter dial articl alreadi seen although well put find convinc differ premis illeg may return send littl pamphlet seem put side quit clearli thank kind letter sincer jane addam sign charl c curtis esq chicago,"41.8716782,-87.6474517",Thanks
3000,4260,"Jane Addams to Martha Carey Thomas, March 7, 1912","Addams, Jane, requests to",1912-03-07,hullhous 800 south halst street chicago march 7 1912 dear miss thoma may assur much appreci honor ask give commenc address bryn mawr colleg june 6th shall accept great pleasur possibl chang appoint alreadi made girton school give commenc address june 6th chang engag let know apolog indefinit repli want know delay due lack appreci honor confer upon board cordial greet miss garrett sincer jane addam sign miss carey thoma presid bryn mawr colleg bryn mawr pennsylvania,"41.8716782,-87.6474517",Requests
3007,4166,"Jane Addams to Catharine Waugh McCulloch, April 8, 1912","Addams, Jane, requests from",1912-04-08,hullhous 800 south halst street chicago dear ladi plea read ponder elect dont know miss khan refer regard poor littl confer ward fine shape tomorrow hastili yr j april 8 1912,"41.8716782,-87.6474517",Requests
3008,4165,"Jane Addams to Frederic J. V. Skiff, January 26, 1902","Addams, Jane, requests from;Hull-House, programs;education",1902-01-26,hullhous 335 south halst street chciago mr fred j v skiff director field columbian museum dear mr skiff mr dorsey visit littl museum last week said field columbian museum collect textil repres 12 th 13 th 14th centuri rememb rightli intent museum dispos collect page 2 near futur may ask would possibl secur valuabl collect hullhous labor museum develop textil depart comfort hous room good case provid generos museum page 3 miss hanner charg textil depart seen exhibit think could use advantag illustr lectur class mani visitor teacher public school student variou pedagog institut addit popular audienc would find studi textil much illumin valuabl collect page 4 specimen modern manufactur cours scarc hope anoth opportun obtain fine mediev collect hope may abl consid applic express sincerest gratitud mani kind u faith jane addam jani 26 1902,"41.8716782,-87.6474517",Hull-House;Philanthropy;Requests
3010,4158,"Jane Addams to Ada Lois James, December 19, 1911","Addams, Jane, gratitude",1911-12-19,hullhous 800 south halst street chicago decemb 19 1911 dear miss jame may thank kind letter found illumin hope shall pleasur meet wisconsin januari may later real servic sincer jane addam sign miss ada jame richland centr wisconsin,"41.8716782,-87.6474517",Thanks
3016,4098,"Jane Addams to Sarah Alice Addams Haldeman, April 2, 1912","Addams, Jane, travels",1912-04-02,congress hotel annex chicago dear alic expect leav kansa 6 th may first appoint fed w club 11 th may spend sunday 12 th leav chicago monday mean cours sunday girard write note two engag account appear alway love sister jane addam april 2 1912,"41.875069,-87.624785",Travels
3018,4066,"Jane Addams to Sophonisba P. Breckinridge, December 16, 1911","Addams, Jane, requests from",1911-12-16,hullhous 800 south halst street chicago decemb 16 1911 dear miss breckinridg dont want hound may send enclos letter implic sincer jane addam sign miss breckinridg chicago illinoi,"41.8716782,-87.6474517",Requests
3026,4014,"Jane Addams to Ella S. Stewart, March 23, 1911","Hull-House, finances;Addams, Jane, and Hull-House;Addams, Jane, requests to",1911-03-23,hullhous 800 south halst street chicago march 23 1911 dear mr stewart aw sorri declin ask afraid accept posit financ committe glad help rais fund special moment howev constantli need money hullhous find awkward financ committe go peopl must constantli appeal truste share feel regard shall ask excus know free call upon whenev serv sincer jane addam sign mr ella stewart chicago,"41.8716782,-87.6474517",Finances;Hull-House;Requests
3028,4008,"Jane Addams to Sarah Alice Addams Haldeman, February 19, 1912","Addams, Jane, health of;Addams, Jane, travels;Addams, Jane, personal life",1912-02-19,hampton terrac augusta georgia dear alic nice letter settl comfort even gorgeou hotel work new book rate ten hour day howev hope get page 2 macmillan soon time play wonder climat mr bowen two young peopl spite number someth golf ride peopl motor aiken today littl hulbert page 3 slowli recov poor esther stop breath horribl illeg winter sorri hear grip mani victim year way infect autumn last year except week longer hope see clara landsberg mother way back page 4 mr landsberg realli quit wonder way face death let hear mr bowen send love alway love sister jane addam febi 19 1912,"33.5015958,-81.9695799",Family;Health;Travels
3030,4002,"Jane Addams to Mary Rozet Smith, February 7, 1911","Addams, Jane, relationship with Mary Rozet Smith;Addams, Jane, travels;Addams, Jane, lectures",1911-02-07,febi 7 1911 hotel belmont new york darl still ny incognito rest lakewood begun serious paper howev go well sure would anywher el owe interior reason afraid speak day perhap well oper fall back page 2 miss wald come lunch cours know endlessli kind felt en rapport ever go festiv next monday afternoon look rehears sunday unlik one child play distress rheumat dearest wish knew alway yr j,"40.7517311,-73.9783478",Health;Travels
3035,3978,"Jane Addams to Sarah Alice Addams Haldeman, February 9, 1912","Addams, Jane, and family;Addams, Jane, health of;Addams, Jane, personal life",1912-02-09,hullhous 800 south halst street chicago februari 9 1912 dear alic perhap excus typewritten letter convey news child louis still quarantin miss forsblom room augustana hospit well realli light case quarantin stringent sever mari enorm swell final subsid abl go school ten day mr bowen daughter marri saturday five oclock day go south two week address hampton terrac hotel augusta georgia aw sorri hear grip pull three day someth dont know rather resembl bronchiti hastili jane addam sign p bowen hall badli burn 3000 00 worth damag insur co make good mr alic haldeman girard kansa,"41.8716782,-87.6474517",Family;Health
3038,3973,"Jane Addams to Belle Case La Follette, February 5, 1912","meetings;Addams, Jane, memberships in organizations;Addams, Jane, speaking tours",1912-02-05,hullhous 800 south halst street chicago februari 5 1912 dear mr la follett think miss breckinridg written posit regard amend similar mine thoroughli agre imperil import public measur sake propaganda present resolut pas meet januari shall glad bring discus meet execut board march much enjoy speak madison milwauke last week someth nice inde wisconsin peopl good wish sincer jane addam sign mr robert la follett washington dc,"41.8716782,-87.6474517",Meetings
3045,3900,"Jane Addams to Sophonisba P. Breckinridge, February 2, 1912","Addams, Jane, requests from",1912-02-02,hullhous 800 south halst street chicago februari 2 1912 dear miss breckinridg know suitabl person posit hastili jane addam l sign secretari miss breckinridg chicago illinoi,"41.8716782,-87.6474517",Requests
3046,3895,"Jane Addams to Sarah Alice Addams Haldeman, January 31, 1912","Addams, Jane, and family;Addams, Jane, personal life",1912-01-31,12 west walton place dear alic sent year book mani report hope arriv safe quit submerg famili affair late poor louis hulbert scarlet fever difficulti gotten annex augustana hospit mari came page 2 mump howev patient well much reliev go south augusta mr bowen two week febi start 11 th finish mcclure articl book macmillan bring march helen bowen page 3 marri 10 th start next day louis bowen mari smith send love alway love sister jane addam jani 31 1912,"41.8999363,-87.6287681",Family;Health
3048,3884,"Jane Addams to Sophonisba P. Breckinridge, January 29, 1912","Addams, Jane, requests from",1912-01-29,hullhous 800 south halst street chicago januari 29 1912 dear miss breckinridg sent bewild young man year book send someth hastili jane addam sign miss breckinridg chicago illinoi,"41.8716782,-87.6474517",Hull-House
3049,3875,"Jane Addams to Edith Abbott, July 28, 1911","Addams, Jane, writings, A New Conscience and an Ancient Evil;Addams, Jane, requests from",1911-07-28,hull cove main jul 28 1911 dear miss abbott grate mani kind thing fairli asham ask anoth much want three four brown color pamphlet issu prof henderson societi call societi moral prophylact social hygien someth kind clearli know page 2 copi although think top shelf open book case near door sit room arent send copi u c shall alway sorri didnt come boston see beauti spot tri sister dr meig stop way montreal would page 3 least imposs think far rr went mcclure hurri first read stuff quit enjoy write although subject grisli tri hide titl new conscienc ancient evil affection greet miss breckinridg alway devotedli jane addam,"44.4192455,-68.2505706",Requests;Writing
3052,3829,"Jane Addams to Bliss Carman, January 23, 1912","Addams, Jane, requests to;apologies",1912-01-23,hullhous 800 south halst street chicago januari 23 1912 dear mr carman sorri inde engag even januari 29th speak confer minimum wage commiss give much pleasur extend invit member settlement hope household abl go read literatur much interest thank great kind draw attent matter caus inde fortun enlist help pen sincer jane addam sign bliss carman esq new canaan connecticut,"41.8716782,-87.6474517",Requests
3057,3814,"Jane Addams to Le Baron Russell Briggs, January 22, 1912","Addams, Jane, requests to;apologies",1912-01-22,hullhous 800 south halst street chicago januari 22 1912 dear mr brigg plan go boston academ year regret much imposs accept kind invit permiss howev shall glad defer visit time sincer jane addam sign l b r brigg esq presid radcliff colleg cambridg massachusett,"41.8716782,-87.6474517",Requests
3070,3753,"Jane Addams to Catharine Waugh McCulloch, January 5, 1912","meetings;Addams, Jane, requests from;Addams, Jane, memberships in organizations;Addams, Jane, and woman suffrage",1912-01-05,hullhous 800 south halst street chicago januari 5 1912 dear mr mcculloch return miss jame letter certainli illumin also send one mr la follett contain copi resign inclin agre mr la follett rather regard convent milwauke time know wisconsin situat better like go judgment matter could meet town headquart time go milwauke 26th also enclos letter mr plummer look though take hold energi sincer jane addam sign mr catharin waugh mcculloch evanston illinoi,"41.8716782,-87.6474517",Meetings;Requests
3080,3656,"Jane Addams to Sarah Alice Addams Haldeman, March 17, 1911","Addams, Jane, relationship with Mary Rozet Smith;Addams, Jane, travels",1911-03-17,shade mt hotel near birmingham ala march 17 1911 dear alic stay week child labor confer birmingham mari smith asthma suddenli develop sharp attack found littl inn top mountain comfort midst bloom dogwood yellow jasmin go back saturday mr niver meet mari keep page 2 illeg week ten day enjoy littl sojourn finish write hang long time hope come cedarvil next week plea write plan mr bowen littl better week still desper ill cours alway love household love sister jane addam,"33.4118865,-86.8561559",Health;Travels
3081,3645,"Jane Addams to Sophonisba P. Breckinridge, November 21, 1911","Addams, Jane, requests from",1911-11-21,hullhous 800 south halst street chicago novemb 21 1911 dear miss breckinridg sound encourag hastili jane addam sign p sure come mr bowen tomorrow night miss breckinridg chicago illinoi,"41.8716782,-87.6474517",Meetings;Requests
3086,3624,"Jane Addams to Cyrus Hall McCormick Jr., June 16, 1911","Hull-House, donations",1911-06-16,hullhous 800 south halst street chicago june 16 1911 dear mr mccormick check one hundr dollar gener work hull hous came morn thank much continu kind sincer jane addam sign cyru h mccormick esq chicago illinoi,"41.8716782,-87.6474517",Finances;Hull-House
3087,3623,"Jane Addams to Sophonisba P. Breckinridge, November 20, 1911","Addams, Jane, requests from;meetings",1911-11-20,hullhous 800 south halst street chicago novemb 20 1911 dear miss breckinridg plea read enclos letter tell think five hundr dollar chicago seem quit imposs miss ovington want come work meet mr villard plan annual confer may think better come written see write later plea return read sincer jane addam sign miss breckinridg chicago illinoi,"41.8716782,-87.6474517",Meetings;Requests
3090,3602,"Jane Addams to S. Adolphus Knopf, March 10, 1911","Addams, Jane, gratitude",1911-03-10,hullhous 800 south halst street chicago march 10 1911 dear dr knopf thank much inde book arriv yesterday anticip read use often good send copi much appreci honor send mail small book show result fresh air school open unit chariti roof one build may interest sincer jane addam sign dr knopf new york citi,"41.8716782,-87.6474517",Thanks
3094,3544,"Jane Addams to Sophonisba P. Breckinridge, November 16, 1911","Addams, Jane, requests from;meetings",1911-11-16,hullhous 800 south halst street chicago dear ladi repli enclos letter tell perhap could see togeth even hullhous want see dozen thing especi new york alway affection jane addam sign novemb 16 1911,"41.8716782,-87.6474517",Requests
3099,3514,"Jane Addams to Edward Bliss Reed, November 8, 1911","Addams, Jane, requests to;Addams, Jane, writing",1911-11-08,hullhous 800 south halst street chicago novemb 8 1911 dear mr reed much enjoy copi yale review kindli sent sorri say quit imposs send contribut year alreadi engag write seem abl carri possibl anoth year may abl avail kind invit good wish success sincer jane addam sign edward bliss reed esq new connecticut,"41.8716782,-87.6474517",Requests;Writings
3100,3502,"Jane Addams to Catharine Waugh McCulloch, January 9, 1911","Addams, Jane, and Hull-House;Addams, Jane, requests from",1911-01-09,hullhous 800 south halst street chicago dear ladi sorri didnt find enclos letter return hullhous afternoon think enclos suggest hastili jane addam jani 9 1911,"41.8716782,-87.6474517",Hull-House;Requests
3106,3474,"Jane Addams to Lillian D. Wald, January 4, 1911","Addams, Jane, health of;Addams, Jane, relationship with Lillian Wald;Addams, Jane, travels;Addams, Jane, speaking tours",1911-01-04,hullhous 800 south halst street chicago jan 4 1911 dear miss wald accept speak engag new york social one book read jan 29th child welfar address jan 30th settlement confer jan 31st small confer settlement folk jan 31st neighborhood worker feb 1st 2nd tea woman univers club feb 6th meet survey committe mr deforest hous mr bowen plan leav new york 4th 5th spend possibl ten day lakewood first appoint boston februari fifteenth miser time ever sinc middl novemb first infect antrum sinc dentist nearli everi day hope come back littl rest quit page 2 made realli tire invalid life seem much last year one two thing brew write later actual come say miss tarbel glad accept kind invit luncheon coloni club either first second februari suppos could easili done day tea univers club nice see mari smith seem u well quit impress effect bethel affection jane addam sign miss lillian wald new york,"41.8716782,-87.6474517",Health;Travels
3109,3459,"Jane Addams to Albert Bushnell Hart, January 3, 1911","Addams, Jane, requests to;Addams, Jane, writing",1911-01-03,hullhous 800 south halst street chicago jan 3 1911 dear mr hart thank much honor invit write articl encyclopedia american govern afraid imposs compli request write matter sort slowli relat social reform govern would requir great deal care research sorri declin know limit well undertak larg piec work best wish undertak sincer jane addam sign albert b hart esq cambridg,"41.8716782,-87.6474517",Requests;Writing
3115,3408,"Jane Addams to Zilpha Drew Smith, October 11, 1911","Hull-House, programs;Addams, Jane, requests to",1911-10-11,hullhous 800 south halst street chicago octob 11 1911 dear miss smith sorri say issu new year book 1911 goodli number old one hand radic chang year content issu new class list keep old year book send sever apolog old sincer jane addam sign z smith esq boston massachusett,"41.8716782,-87.6474517",Hull-House;Requests
3119,3387,"Jane Addams to Clara Landsberg, September 26, 1911","Addams, Jane, writing;Addams, Jane, requests from;Addams, Jane, writings, A New Conscience and an Ancient Evil",1911-09-26,hull cove sept 26 1911 dear sister clara hope abomin articl dont bother sent iv mcclure grate correct use proof come send first part social control cours entir articl done end religiohumanitarian movement dear mother plea give love believ alway devotedli j addam p miss benedict miss hannig left today rather sadli close dear littl home,"44.4192455,-68.2505706",Requests;Writings
3128,3358,"Jane Addams to Henry Churchill King, August 15, 1911","Addams, Jane, lectures",1911-08-15,aug 15 baymeath bar harbor main dear mr king letter forward spend week write regret much shall abl lectur octob undertaken great deal page 2 speak would involv travel shall care time alreadi taken engag fill next year regret abl good wish sincer jane addam sign,"44.3876119,-68.2039123",Lectures;Requests;Travels
3135,3330,"Jane Addams to Charles Hull Ewing, December 22, 1909","Addams, Jane, personal life;sympathy",1909-12-22,hullhous 800 south halst street chicago dec 22 1909 dear mr ewe write thank barrel appl kindli sent u miss culver letter came horrifi hear fire harsh experi newcom among u give love sympathi mr ewe receiv congratul come soon see littl helen right assum miss culver still cuba sincer jane addam sign cha hull ewe esq chicago,"41.8716782,-87.6474517",Friends
3142,3300,"Jane Addams to Mary Rozet Smith, December 6, 1910","Addams, Jane, relationship with Mary Rozet Smith;Addams, Jane, and family;newspapers;Addams, Jane, visits",1910-12-06,hullhous 800 south halst street chicago deari thought cours seen post review send record herald one miss culver variou peopl like post think rather selfconsci chang back 23 disappoint almost sight speak went dentist morn insist upon one examin page 2 surgeon proce fill space rude gape mouth took supper last night weber linn go three time meet esther eri child dear fine time make hill seem enchant wish might check came thank alway thine j dec 6 1910,"41.8716782,-87.6474517",Family;Visits
3143,3299,"Jane Addams to Dwight H. Perkins, May 25, 1911","Hull-House, visits to;urban improvement;Hull-House, events",1911-05-25,hullhous 800 south halst street chicago may 25 1911 dear mr perkin mr raymond unwin london arriv chicago sunday morn montreal monday afternoon consid best architect garden suburb develop england much promot garden citi social side well technic invit peopl meet hullhous sunday even supper half past six delight mr perkin meet mr mr unwin mr unwin give littl inform address later even sincer jane addam sign dwight h perkin esq chicago p plea invit mani peopl even wish,"41.8716782,-87.6474517",Hull-House Visits;Requests
3144,3294,"Jane Addams to Sidney A. Teller, December 12, 1909","Addams, Jane, lectures;meetings;Addams, Jane, requests from",1909-12-12,butterfli decemb 12th speak rockford ten hour law 19th think free doubt whether could smith hall afternoon think lectur hall shall glad butterfli associ guest time yet time read public hope soon sincer jane addam sign one hundredtwo,"41.8781136,-87.6297982",Lectures;Requests
3146,3272,"Jane Addams to Josephine Goldmark, December 10, 1909","Addams, Jane, gratitude",1909-12-10,hull hous 800 south halst street chicago dec 10 1909 dear miss goldmark may thank much brief seem masterli assemblag materi need much quit agre view valu widespread evid shall happi put aspect matter mr glenn opportun offer cordial greet mr kelley new york sincer jane addam sign miss josephin goldmark new york,"41.8716782,-87.6474517",Thanks
3151,3250,"Jane Addams to Anita McCormick Blaine, May 19, 1911","Addams, Jane, requests from",1911-05-19,hullhous 800 south halst street chicago may 19 1911 dear ladi send letter dr churchil quit along line suggest might possibl call one later consult hastili jane addam sign mr blain chicago,"41.8716782,-87.6474517",Requests
3163,3233,"Jane Addams to Lucy Salmon, November 26, 1909","apologies;Addams, Jane, requests to",1909-11-26,hull hous 800 south halst street chicago nov 26 1909 dear miss salmon telegram came day repli somewhat abruptli telephon oper write tell sorri abl serv way well apolog unnecessarili abbrevi repli sincer jane addam sign miss luci salmon vassar colleg,"41.8716782,-87.6474517",Requests
3168,3214,"Jane Addams to Anita McCormick Blaine, May 13, 1911","Addams, Jane, requests from",1911-05-13,hullhous 800 south halst street chicago may 13 1911 dear ladi send enclos request happi undertak consent cooper hastili jane addam sign mr emmon blain chicago,"41.8716782,-87.6474517",Requests
3170,3196,"Jane Addams to Brand Whitlock, May 11, 1911","Addams, Jane, gratitude",1911-05-11,hullhous 800 south halst street chicago may 11 1911 dear mr whitlock much enjoy meet mr cochran hope may see someth ultim settl chicago may thank letter cordial greet mr whitlock sincer jane addam sign brand whitlock esq toledo,"41.8716782,-87.6474517",Friends
3171,3195,"Jane Addams to Lillian D. Wald, February 14, 1909","Addams, Jane, relationship with Lillian Wald;Addams, Jane, travels",1909-02-14,136 astor street dear ladi hope accept lincoln slide although sorri humanist speak mr jone evid made desper effort keep accur authent page 2 howev use mani time week differ foreign audienc hungarian afternoon last grate meant write earlier thank mani kind page 3 stay new york realli store enough energi put week rush one chicago never pull togeth common enthusiasm lincoln realli quit touch mr bowen came page 4 morn met station drive storm hard imagin spring weather ny plea give love household alway affection jane addam febi 14 1909,"41.8781136,-87.6297982",Friends;Travels
3183,3161,"Jane Addams to Benjamin Barr Lindsey, February 8, 1909","Addams, Jane, requests from",1909-02-08,hullhous 335 south halst street chicago feb 8 1909 dear judg lindsey may ask repli enclos letter see cours quit mistaken regard presid must much gratifi recept citi club new york sincer jane addam sign judg ben b lindsey denver,"41.8769228,-87.6469894",Hull-House
3185,3155,"Jane Addams to Sarah Alice Addams Haldeman, February 5, 1909","Addams, Jane, and family;Addams, Jane, travels",1909-02-05,febi 5 1909 hotel belmont fortysecond st park avenu opposit grand central central station new york dear alic nice visit marcet engag see mr sargeant saturday marcet look well seem happi absorb write soon board place pleasant dont believ care happili break hastili love sister j,"40.7127837,-74.0059413",Family;Travels
3186,3152,"Jane Addams to Sarah Alice Addams Haldeman, January 29, 1909","Addams, Jane, and family",1909-01-29,dear alic know like autograph send prest littl account confer call mr bowen came last night sent note marcet hope see today write hastili ja,"40.7127837,-74.0059413",Family
3188,3137,"Jane Addams to Anita McCormick Blaine, January 19, 1909","Hull-House, events;Addams, Jane, requests from",1909-01-19,hullhous 335 south halst street chicago jan 19 1909 dear mr blain may pleasur compani luncheon hullhous friday januari 22 one oclock invit speaker deleg nation child labor confer hope hour may arrang interfer either morn afternoon session perhap best opportun member local committe meet guest town sincer jane addam sign,"41.8781136,-87.6297982",Requests
3189,3134,"Jane Addams to Benjamin Barr Lindsey, January 18, 1909","Addams, Jane, requests from",1909-01-18,hullhous 335 south halst street chicago jan 18 1909 dear judg lindsey decid tri luncheon saturday woman club kindli consent speak u miss jean gordon new orlean mr florenc kelley two guest main speaker expect great result municip suffrag hope interfer plan sincer jane addam sign judg ben lindsey denver,"41.8781136,-87.6297982",Requests
3193,3118,"Jane Addams to Sarah Alice Addams Haldeman, January 15, 1909","Addams, Jane, and family",1909-01-15,136 astor street dear alic feel much better hope go back hullhous tomorrow wound still sore matter time child behav well great pleasur respons present moment cours actual care page 2 laura esther seem get well cedarvil weber linn dinner last night charl worral new wife brought chicago philadelphia girl famili glad come alway dear alic love sister jane addam jani 15 1909,"41.8781136,-87.6297982",Family
3194,3117,"Anna Eliza Nicholes to Brand Whitlock, January 14, 1909",meetings,1909-01-14,neighborhood hous 6710 may street chicago jan 14 09 brand whitlock mayor toledo dear sir miss addam hope pleasur entertain wife come chicago speak suffrag enclos notic meet miss addam chairman meet much interest greatli appreci come u time faith anna e nichol,"41.7719601,-87.6533556",Meetings
3195,3079,"Jane Addams to Julia Clifford Lathrop, January 10, 1909","Addams, Jane, personal life",1909-01-10,136 astor street dear friend telephon hullhous sad telegram come fear week alic often spoken sympathi affect yet come news seem imposs sorrow feel must rush find hard tie page 2 moment like go rockford find hard stay away wont let know anyth hous day longer easi thing telephon miss ford oblig wish might say someth would comfort page 3 must solac child devot cant imagin anyth would afford surer basi final comfort sorri cant come rockford other certainli may send love sister other alway unchang affect jane addam jani 10 1909,"41.9077978,-87.6275555",Friends
3196,3075,"Jane Addams to Sarah Alice Addams Haldeman, January 10, 1909","Addams, Jane, and family",1909-01-10,136 astor street dear alic esther simpli first symptom nervou prostrat lack sleep faint etc seem necessari get away child countri natur took child hullhous mari chicken pox resid came back room mr bowen insist page 2 much better place kindli took u fell stair monday afternoon jani 4 shut hous sinc bruis batter condit although committe meet move hous cautious eri weber stay littl girl probabl mother come back page 3 louis goe school mari also soon chicken pox leav good happi far time sorri didnt like kimono bought china town san francisco select mr robert herrick perhap disillus xma last year didnt like book sent messag remembr reach isnt plea give kimono someon page 4 forget next year ill tri someth quit differ ethel winthrop gone back lima ethel ear heal enough nerv oper renew peachi patient go write often xma rush someth fear alway dear alic love sister jane addam jani 10 1909,"41.9077978,-87.6275555",Family
3199,3068,"Jane Addams to Julia Clifford Lathrop, January 3, 1909","Addams, Jane, gratitude",1909-01-03,hullhous 335 south halst street chicago dear ladi dozen box wonder marzipan appear last forev miss hannig thriftili produc new cake day dinner new guest introduc old resid sing prais page 2 donor aw good send never prepar success kindlier deed hope mother better good wish new year household alway j jani 3 1909,"41.8716782,-87.6474517",Friends
3205,3051,"Jane Addams to Mary Rozet Smith, June 4, 1910","Addams, Jane, and family;Addams, Jane, relationship with Mary Rozet Smith",1910-06-04,hullhous 800 south halst street chicago june 4 1910 dearest seem good true actual tuesday time train come alic leav cedarvil afternoon look well week h h come splendidli good time marcet eleanor go four today visit land lakesid michigan unless look much like rain love baltimor household dear sara yr j,"41.8716782,-87.6474517",Family;Visits
3209,3040,"Jane Addams to Lorado Taft, May 22, 1910","Addams, Jane, requests to;Addams, Jane, lectures",1910-05-22,hullhous 800 south halst street chicago may 22 1910 dear mr taft accept kind invit lectur polytechn ground fee hope realli truli come thank much kind letter sincer jane addam sign lorado taft esq chicago,"38.6270025,-90.1994042",Lectures;Requests
3215,3018,"Jane Addams to Henry Churchill King, November 26, 1910","Addams, Jane, health of;apologies",1910-11-26,hullhous 800 south halst street chicago nov 26 1910 dear mr king sorri imposs accept kind invit give washington birthday address oblig much less speak usual last two year upon advic physician cautiou direct anoth year thank kind letter regret unabl come sincer jane addam sign henri churchil king esq oberlin,"41.8716782,-87.6474517",Lectures
